cuisine,ingredient,weight
Bacon Cheese Grilled Rice Balls,bacon,150g
Bacon Cheese Grilled Rice Balls,onion,2-Jan
Bacon Cheese Grilled Rice Balls,kimchi,Chapter 3
Bacon Cheese Grilled Rice Balls,mozzarella cheese,2 cups
Bacon Cheese Grilled Rice Balls,salt,a little
Bacon Cheese Grilled Rice Balls,pepper,a little
Bacon Cheese Grilled Rice Balls,oil,Appropriate amount
Rice Cake Skewers,rice cake,20 to 24
Rice Cake Skewers,chili pepper paste,0.5T
Rice Cake Skewers,ketchup,1.5T
Rice Cake Skewers,Oligosaccharides (or honey),1.5T
Rice Cake Skewers,Plum juice,1~2T
Rice Cake Skewers,chopped garlic,0.3t
Rice Cake Skewers,cooking oil,a little
Buttered Squid,Squid semi-dried,1 grain
Buttered Squid,butter,3ts
chocolat cake,weak flour,35g
chocolat cake,cocoa powder,35g
chocolat cake,dark,70g
chocolat cake,milk,30g
chocolat cake,butter,60g
chocolat cake,egg white,4 pieces
chocolat cake,sugar,60g
chocolat cake,egg yolk,4 pieces
chocolat cake,sugar,20g
cupcake,flour for confectionery,20g
cupcake,cocoa powder,10g
cupcake,baking powder,1/2 teaspoon
cupcake,white sugar,30g
cupcake,coffee powder,1 tsp
cupcake,white milk,1 tsp
cupcake,grapeseed oil,1 tsp
cupcake,egg,One
crepe cake,egg,7 pieces
crepe cake,white sugar,70g
crepe cake,white milk,700g
crepe cake,gravity,200g
crepe cake,butter,50g
crepe cake,whipping cream,300g
crepe cake,white sugar,60g
Pork Bossam,pork belly,1 root
Pork Bossam,onion,1 piece (large)
Pork Bossam,soybean paste,1 spoon
Pork Bossam,coffee,1 spoon
Pork Bossam,garlic,Three
Pork Bossam,Mirin,1 tsp
Soybean paste perilla leaf jjangajji,Sesame,200 sheets
Soybean paste perilla leaf jjangajji,salt,1/4 cup
Soybean paste perilla leaf jjangajji,water,3 cups
Soybean paste perilla leaf jjangajji,soybean paste,1 cup
Soybean paste perilla leaf jjangajji,plum extract,3/4 cup
Soybean paste perilla leaf jjangajji,garlic,2-3 pages
onion dip,onion,One
onion dip,Cream Cheese,110g
onion dip,mayonnaise,1/2 cup
onion dip,hot sauce,1 tbsp
onion dip,Worcester,1 tbsp
onion dip,Herb,2 tbsp
Madeleine,flour for confectionery,110g
Madeleine,white sugar,80g
Madeleine,egg,100 grams
Madeleine,lemon juice,10g
Madeleine,canola oil,50g
Madeleine,baking powder,3g
Madeleine,Lemon zest (lemon syrup),5g
Lemon muffins,butter,80g
Lemon muffins,white sugar,70g
Lemon muffins,egg,One
Lemon muffins,flour for confectionery,150g
Lemon muffins,baking powder,4g
Lemon muffins,white milk,60g
Lemon muffins,lemon,5 pieces
Lemon muffins,lemon juice,3 Ts
Lemon muffins,Lemon zest (lemon peel),amount of 1 lemon
Lemon muffins,lemon peel,30g
Lemon muffins,lemon pulp,30g
detox juice,cabbage,100 grams
detox juice,broccoli,100 grams
detox juice,tomato,100 grams
detox juice,carrot,100 grams
detox juice,apologize,200g
detox juice,banana,200g
cookie butter,butter,1/2 cup
cookie butter,sweetened condensed milk,1 cup
cookie butter,unsweetened condensed milk,1/2 cup
cookie butter,Cookies you want,1 pack
cookie butter,water,little
Pumpkin Sweet Potato Bread Roll,bread,Page 4 (large)
Pumpkin Sweet Potato Bread Roll,Pumpkin Sweet Potato,2
Pumpkin Sweet Potato Bread Roll,honey,1 spoon (grain syrup)
Chili Salmon Quesadilla,Tortilla,Chapter 2
Chili Salmon Quesadilla,Canned Pepper Tuna,1 can
Chili Salmon Quesadilla,mozzarella cheese,wisp
Yogurt Berry Pizza,rice flour,250g
Yogurt Berry Pizza,warm water,160ml
Yogurt Berry Pizza,salt,1 t
Yogurt Berry Pizza,dry yeast,1 t
Yogurt Berry Pizza,Monsieur Gouche (Unrefined Cane Sugar),1Ts
Yogurt Berry Pizza,olive oil,30ml
Greek Yogurt Strawberry Sandwich,ciabatta,One
Greek Yogurt Strawberry Sandwich,strawberry,2
Greek Yogurt Strawberry Sandwich,young leaves,Appropriate amount
Greek Yogurt Strawberry Sandwich,Greek yogurt,2 tbsp
Greek Yogurt Strawberry Sandwich,dried persimmon,4-Mar
Ttukbaegi Steamed Egg,egg,2
Ttukbaegi Steamed Egg,Kelp Broth,150ml
Ttukbaegi Steamed Egg,salt,0.1-0.2 tbsp
Ttukbaegi Steamed Egg,plum concentrate,0.1 tbsp
Ttukbaegi Steamed Egg,green onion,1 tbsp
Ttukbaegi Steamed Egg,chilli powder,a little
Tuna Sandwich,bread,2 pages (large)
Tuna Sandwich,tuna can,300 g (2 cans)
Tuna Sandwich,Chicken Radish,120g
Tuna Sandwich,mayonnaise,2 cups
Tuna Sandwich,white sugar,1 tbsp
Tuna Sandwich,crab meat,5 lines
Tuna Sandwich,onion,1/2 piece (large)
Tuna Sandwich,carrot,4 tbsp
Tuna Sandwich,vinegar,1 tbsp
Tuna Sandwich,mustard sauce,4 tbsp
Tuna Sandwich,boiled egg,2
Tuna Sandwich,butter,1 tbsp
Potato Pizza,potato,One
Potato Pizza,Cheddar Cheese,100g
Potato Pizza,onion,4-Jan
Potato Pizza,salt,1/3t
Potato Pizza,olive oil,1T
Potato Pizza,maple syrup,2T
Stir-fried Udon,udon noodles,One
Stir-fried Udon,crab,half
Stir-fried Udon,Lily,2
Stir-fried Udon,Ring Squid,50g
Stir-fried Udon,water parsley,30g
Stir-fried Udon,bean sprouts,50g
Stir-fried Udon,yellow paprika,4-Jan
Stir-fried Udon,red paprika,4-Jan
Stir-fried Udon,dried bonito,half a zoom
Stir-fried Udon,chili oil,1T
Stir-fried Udon,Oyster Sauce,1T
Stir-fried Udon,Mirin,1/2T
Stir-fried Udon,pepper,1/3T
black sesame crackers,wild rice,1/3 cup
black sesame crackers,glutinous rice flour,1 cup (132 g)
black sesame crackers,Sesame oil,2 tablespoons
black sesame crackers,salt,1/4 tablespoon
black sesame crackers,water,1/4 cup
black sesame crackers,Sesame,1?? tbsp
black sesame crackers,black sesame,1?? tbsp
Cinnamon Sweet Potato Sticks,olive oil,3 tablespoons
Cinnamon Sweet Potato Sticks,honey or maple syrup,1 tbsp
Cinnamon Sweet Potato Sticks,kosher salt,1 tbsp
Cinnamon Sweet Potato Sticks,Cinnamon Powder,1/4 teaspoon
Cinnamon Sweet Potato Sticks,paprika,1/4 teaspoon
Cinnamon Sweet Potato Sticks,pepper,1/4 teaspoon
Cinnamon Sweet Potato Sticks,red chili powder,little
Cheese Sauce and Mac and Cheese,little pumpkin,One
Cheese Sauce and Mac and Cheese,small potato,5 pieces
Cheese Sauce and Mac and Cheese,water,1 cup
Cheese Sauce and Mac and Cheese,East,20g
Cheese Sauce and Mac and Cheese,garlic powder,1/2 teaspoon
Cheese Sauce and Mac and Cheese,onion powder,1/2 tablespoon
Cheese Sauce and Mac and Cheese,smoked paprika,3/4 teaspoon
Cheese Sauce and Mac and Cheese,soy sauce,2 teaspoons
Cheese Sauce and Mac and Cheese,lemon juice,1 tbsp
Caramel Croutons,bread,Page 5 (medium)
Caramel Croutons,white sugar,1 cup (paper cup)
Caramel Croutons,water,1/2 cup
Caramel Croutons,white milk,2/3 cup
Caramel Croutons,butter,30g
Vegetable Tuna Ramen,water,1.5 liters
Vegetable Tuna Ramen,onion,One
Vegetable Tuna Ramen,green onion,1 unit
Vegetable Tuna Ramen,dried shiitake mushrooms,Three
Vegetable Tuna Ramen,vegetable broth,550ml
Vegetable Tuna Ramen,tuna can,1/4 can
Vegetable Tuna Ramen,Sesame,Chapter 3
Vegetable Tuna Ramen,Samyang Ramen (Samyang),One
Kimchi Quesadilla,Kimchi,1 zoom
Kimchi Quesadilla,onion,1/4 piece (small)
Kimchi Quesadilla,Spam Ham,1/4 page
Kimchi Quesadilla,mozzarella cheese,Appropriate amount
Kimchi Quesadilla,Tortilla,2 sheets (small)
Kimchi Quesadilla,garlic,0.5 ts
Kimchi Quesadilla,white sugar,0.5 ts
Kimchi Quesadilla,pepper,a little
Kimchi Quesadilla,Sesame oil,a little
Spinach Frittata,egg,6 pills
Spinach Frittata,whipped cream,2 tbsp
Spinach Frittata,salt,1/2 teaspoon
Spinach Frittata,pepper,1/4 teaspoon
Spinach Frittata,smoked paprika powder,1/2 teaspoon
Spinach Frittata,cayenne pepper,little
Spinach Frittata,olive oil,1 tbsp
Spinach Frittata,small potato,4 pills
Spinach Frittata,chopped garlic,one side
Spinach Frittata,spinach,a fist
Spinach Frittata,Cheddar Cheese,1/2 cup
Mango Chia Seed Pudding,frozen mango,1 cup
Mango Chia Seed Pudding,unsweetened kefir,1 cup
Mango Chia Seed Pudding,vanilla concentrate,1 tbsp
Mango Chia Seed Pudding,Coconut Cream,1/2 Tablespoon
Mango Chia Seed Pudding,chia seeds,3 tbsp
Mango Chia Seed Pudding,maple syrup,2 tbsp
homemade strawberry ice cream,whipping cream,180ml
homemade strawberry ice cream,white milk,120ml
homemade strawberry ice cream,egg yolk,Three
homemade strawberry ice cream,vanilla essence,5 drops
homemade strawberry ice cream,strawberry,5 pieces
homemade strawberry ice cream,white sugar,3T
Berry Cream Cheese Crepe,milk,3/4 cup
Berry Cream Cheese Crepe,water,1/2 cup
Berry Cream Cheese Crepe,brown sugar,tbsp
Berry Cream Cheese Crepe,vanilla concentrate,1 tbsp
Berry Cream Cheese Crepe,big egg,2 pills
Berry Cream Cheese Crepe,flour,1 cup
Berry Cream Cheese Crepe,frozen raspberries,1 cup
Berry Cream Cheese Crepe,frozen blueberries,1 cup
Berry Cream Cheese Crepe,frozen strawberries,1 cup
Berry Cream Cheese Crepe,sugar,1/2 cup
Berry Cream Cheese Crepe,Cinnamon Powder,1/4 teaspoon
Berry Cream Cheese Crepe,Cream Cheese,4oz
Berry Cream Cheese Crepe,sugar,2 tbsp
Berry Cream Cheese Crepe,lemon juice,2 tbsp
Peanut Oatmeal Shake,ground oatmeal,1/2 cup
Peanut Oatmeal Shake,ground oatmeal,1/2 cup
Peanut Oatmeal Shake,Peanut Butter,4 tbsp
Peanut Oatmeal Shake,Maple Syrup or Agave Syrup,2 tbsp
Peanut Oatmeal Shake,vanilla concentrate,3 teaspoons
Peanut Oatmeal Shake,whole oatmeal,1/4 cup
Peanut Oatmeal Shake,mini dark chocolate chips,2 tbsp
Peanut Oatmeal Shake,frozen bananas,3-Feb
Peanut Oatmeal Shake,milk,Moderately
 roast broccoli,quartered broccoli,2
 roast broccoli,olive oil,2 tbsp
 roast broccoli,chopped garlic,page 3
 roast broccoli,Lemon cut into wedges,One
 roast broccoli,kosher salt,little
 roast broccoli,pepper,little
 roast broccoli,Parmesan Cheese,Moderately
Green Onion Ramen,Samyang Ramen (Samyang),2
Green Onion Ramen,onion,1/2 piece (large)
Green Onion Ramen,green onion,4 units
Green Onion Ramen,garlic,4 tablets (medium)
Green Onion Ramen,chilli powder,1 tbsp
Green Onion Ramen,egg,2
Green Onion Ramen,water,1100ml
Green Onion Ramen,cooking oil,1 tbsp
Oil Tteokbokki,rice cake rice cake,350g
Oil Tteokbokki,dark soy sauce,1/2 tbsp
Oil Tteokbokki,oligosaccharide,1/2 tbsp
Oil Tteokbokki,cooking wine,1/4 tbsp
Oil Tteokbokki,Sesame oil,1/4 tbsp
Oil Tteokbokki,chilli powder,1/2 teaspoon
Oil Tteokbokki,chili pepper paste,1 teaspoon
Oil Tteokbokki,canola oil,1/2 tbsp
 red bean bread,"Strong flour, red bean paste, yeast, sugar, salt, milk, butter,",gradually
Beef Bulgogi & Tuna Vegetable Pancake,"Beef bulgogi, pear, onion, green onion, zucchini, shiitake mushroom,",gradually
Beef Bulgogi & Tuna Vegetable Pancake,"Soy sauce, sugar, minced garlic, plum extract, sesame oil, starch syrup,",T criterion
Beef Bulgogi & Tuna Vegetable Pancake,"back water,",500ml
Salmon Mayo Rice Bowl,Canned Salmon,1 can
Salmon Mayo Rice Bowl,rice,cold air
Salmon Mayo Rice Bowl,egg,2
Salmon Mayo Rice Bowl,onion,2-Jan
Salmon Mayo Rice Bowl,dry garlic,5 grains
Salmon Mayo Rice Bowl,Tzuyu,2 tablespoons
Salmon Mayo Rice Bowl,water,3 tablespoons
Salmon Mayo Rice Bowl,sugar,0.3 tablespoon
Salmon Mayo Rice Bowl,mustard,a little
Salmon Mayo Rice Bowl,Teriyaki Sauce,a little
Salmon Mayo Rice Bowl,mayonnaise,a little
Salmon Mayo Rice Bowl,young leafy vegetables,a little
Grilled Octopus,Octopus,3 horses
roll cake,flour for baking,70g
roll cake,white sugar,70g
roll cake,butter,20g
Stir-fried anchovy with red pepper,Jwali pepper,200g
Stir-fried anchovy with red pepper,anchovy,80g
Stir-fried anchovy with red pepper,olive oil,2 tablespoons
Stir-fried anchovy with red pepper,Sesame oil,1/2 tablespoon
Stir-fried anchovy with red pepper,(Seasoning) Sempio Braised Soy Sauce,3 tablespoons
Stir-fried anchovy with red pepper,Plum juice,2 tablespoons
Stir-fried anchovy with red pepper,garlic,1/2 tablespoon
Stir-fried anchovy with red pepper,ginger powder,1/3 tablespoon
Stir-fried anchovy with red pepper,cooking wine,1 tablespoon
Stir-fried anchovy with red pepper,baejocheong,1 tablespoon
Stir-fried anchovy with red pepper,Chopped green onion,1 tablespoon
3 types of bacon dishes,garlic shoots,80g
3 types of bacon dishes,Smoked Bacon,110g
Dak bokkeumtang,chicken,500g
Dak bokkeumtang,potato,2
Dak bokkeumtang,onion,2
Dak bokkeumtang,carrot,5-Jan
Dak bokkeumtang,(Seasoning) red pepper powder,3 tablespoons
Dak bokkeumtang,Plum juice,4 tablespoons
Dak bokkeumtang,red pepper,1 tablespoon
Dak bokkeumtang,chopped garlic,1 tablespoon
tteokbokki,rice cake,600g
tteokbokki,Fish cake,150g
tteokbokki,Ramen Sari,1 bag
tteokbokki,meat dumplings,4 pieces
tteokbokki,Vienna Sausages,6 pieces
tteokbokki,onion,1 (small)
tteokbokki,green onion,1 root
tteokbokki,egg,5 pieces
Budae Instant Tteokbokki,Fish Cake (Oden),Chapter 3
Budae Instant Tteokbokki,dumpling,5 pieces
Budae Instant Tteokbokki,rice cake,Moderately
Budae Instant Tteokbokki,sausage,2
Budae Instant Tteokbokki,cabbage,Moderately
Budae Instant Tteokbokki,Gochujang Sauce,in the text
Budae Instant Tteokbokki,anchovy broth,3 cups
Budae Instant Tteokbokki,Pork Neck,Moderately
Bulgogi Sesame Leaf Toast,bread,Three
Bulgogi Sesame Leaf Toast,Bulgogi,Moderately
Bulgogi Sesame Leaf Toast,Sesame,Chapter 6
Bulgogi Sesame Leaf Toast,string cheese,Three
Bulgogi Sesame Leaf Toast,onion,half
Bulgogi Sesame Leaf Toast,Cheongyang Pepper,2
Bulgogi Sesame Leaf Toast,marinade,in the text
rice ball lunch box,old paper,in the text
rice ball lunch box,Bulgogi,in the text
rice ball lunch box,Crammy,in the text
rice ball lunch box,rice,in the text
rice ball lunch box,egg,in the text
Marbled Pasta,pasta noodles,in the text
Marbled Pasta,marbled,in the text
Marbled Pasta,White Mushroom,in the text
Marbled Pasta,onion,in the text
Marbled Pasta,Chives,in the text
Ecology Maeuntang,"Ecology, radish, onion, minced garlic, green onion, red pepper powder, a little soybean paste",one ecology
green bean pasta,pasta noodles,200g
green bean pasta,green bean,50g
green bean pasta,oyster mushroom,30g
green bean pasta,onion,half
green bean pasta,olive oil,2 tbsp
green bean pasta,salt,1 tbsp
green bean pasta,pepper,1 pinch
green bean pasta,red pepper,1 teaspoon
green bean pasta,white wine,a little
green bean pasta,Starch or water,50ml
Stir-fried Spicy Mussels,mussel,200g
Stir-fried Spicy Mussels,scallop,5 pieces
Stir-fried Spicy Mussels,garlic,Three
Stir-fried Spicy Mussels,onion,1/4 piece (small)
Stir-fried Spicy Mussels,green onion,1 unit
Stir-fried Spicy Mussels,Cheongyang Pepper,One
Stir-fried Spicy Mussels,red pepper,One
Stir-fried Spicy Mussels,starch,2 tbsp
Stir-fried Spicy Mussels,chili oil,2 tbsp
Stir-fried Spicy Mussels,Oyster Sauce,2 tbsp
Stir-fried Spicy Mussels,chilli powder,1 tbsp
Stir-fried Spicy Mussels,white sugar,1/2 tbsp
Croissant Sandwich,croissant,2
ramen porridge,Shin Ramyun (Nongshim),One
ramen porridge,rice,semi-air
ramen porridge,egg,One
ramen porridge,cheese,One
Blackberry Chia Seed Jam,raw blackberries,200g
Blackberry Chia Seed Jam,maple syrup,4 tbsp
Blackberry Chia Seed Jam,chia seeds,3 tbsp
Gamjatang Ramen,pork backbone broth,600ml
Gamjatang Ramen,ramen,One
Gamjatang Ramen,potato,One
Gamjatang Ramen,Perilla Sesame Powder,1 tablespoon
Gamjatang Ramen,Sesame,Chapters 1-2
Scrambled Egg Cheese Ramen,ramen,1 bag
Scrambled Egg Cheese Ramen,water,3 to 4 cups
Scrambled Egg Cheese Ramen,egg,One
Scrambled Egg Cheese Ramen,pizza cheese,70g
Scrambled Egg Cheese Ramen,Silpa,a little
Berry Smoothie,cauliflower,1 cup
Berry Smoothie,banana,One
Berry Smoothie,raw strawberry,1 cup
Berry Smoothie,frozen blueberries,1 cup
Berry Smoothie,avocado,One
Berry Smoothie,Coconut Water,1 cup
Hongguri Ramen,water,300ml
Hongguri Ramen,ramen,One
Hongguri Ramen,chilli pepper,One
Hongguri Ramen,cheese,One
 curry rice,fish cake croquettes,One
 curry rice,curry powder,in the text
 curry rice,onion,in the text
 curry rice,pork,in the text
 curry rice,pumpkin,in the text
 curry rice,green onion,in the text
 curry rice,pepper,in the text
Garlic Butter Mushrooms,butter,1/4 cup
Garlic Butter Mushrooms,butter,1/4 cup
Garlic Butter Mushrooms,mushroom,16oz
Garlic Butter Mushrooms,salt,little
Garlic Butter Mushrooms,pepper,little
egg sandwich,english muffins,2
egg sandwich,egg,4 pieces
egg sandwich,tomato,One
egg sandwich,avocado,2-Jan
egg sandwich,butter,little
egg sandwich,salt,little
egg sandwich,pepper,little
Ramen land,saree cotton,2
Ramen land,raisin,60g
Ramen land,cranberries,40g
Ramen land,sliced almonds,30g
Ramen Land,oligosaccharide,8 tbsp
churros,unsalted butter,8 tbsp
churros,almond flour,1 cup
churros,Tapioca Flour,3/4 cup
churros,baking powder,1/2 teaspoon
churros,egg,Three
churros,coconut oil,Moderately
churros,coconut sugar,1 cup
churros,Cinnamon Powder,1 tbsp
churros,water,1 cup
churros,salt,little
Leek Kimchi Pancake,Kimchi,half-abandonment
Leek Kimchi Pancake,chives,100g
Leek Kimchi Pancake,egg,One
Leek Kimchi Pancake,pancake powder,100g
Pineapple Fried Rice,pineapple,Banton
Pineapple Fried Rice,pig front leg,100g
Pineapple Fried Rice,potato,100g
Pineapple Fried Rice,paprika,100g
Pineapple Fried Rice,onion,100g
Pineapple Fried Rice,broccoli,100g
Chinese cabbage stew,napa cabbage,1/4 can
Chinese cabbage stew,garlic,5-6 grains
Chinese cabbage stew,green onion,1/2/root
Chinese cabbage stew,red bell pepper,One
Chinese cabbage stew,green bell pepper,One
Chinese cabbage stew,Cheongyang Pepper,2
Chinese cabbage stew,dark soy sauce,1-2 tablespoons
Chinese cabbage stew,sugar,1 spoon
Chinese cabbage stew,Oyster Sauce,1 spoon
Chinese cabbage stew,water,1/3 cup
Chinese cabbage stew,vinegar,1/2 cup
Chinese cabbage stew,chili oil,2 tablespoons
 chestnut muffins,egg,One
 chestnut muffins,sugar,50g
 chestnut muffins,oil,30g
 chestnut muffins,milk,20g
 chestnut muffins,gravity,100g
 chestnut muffins,baking powder,3g
 chestnut muffins,vanilla essence,1 t
 chestnut muffins,braised chestnut,as much as you want
 Braised Chicken Breast,canned chicken breast,2
 Braised Chicken Breast,water,300ml
 Braised Chicken Breast,soy sauce,3T
 Braised Chicken Breast,Unrefined Cane Sugar,1T
 Braised Chicken Breast,corn syrup,1~2t
 Braised Chicken Breast,cooking wine,1T
 Braised Chicken Breast,boiled egg,3 pills
Making zucchini pancake,squash,One
Making zucchini pancake,Cheongyang Pepper,2
Making zucchini pancake,dried shrimp,wisp
Making zucchini pancake,potato starch,1 spoon
Making zucchini pancake,salt,1 tsp
Curry Cheese Ramen,saree cotton,One
Curry Cheese Ramen,water,300ml
Curry Cheese Ramen,instant curry,1 bag
Curry Cheese Ramen,pizza cheese,a little
 french toast muffins,bread,1 roll
 french toast muffins,heavy cream,1 cup
 french toast muffins,milk,1/4 cup
 french toast muffins,egg,Three
 french toast muffins,honey,2 tbsp
 french toast muffins,maple syrup,Moderately
Nutella Tortillas,Tortilla,4 pieces
Nutella Tortillas,Nutella,2 tablespoons
Hongguri Ramen,water,300 ml
Hongguri Ramen,milk,300 ml
Hongguri Ramen,Cheddar Cheese,1 page
Hongguri Ramen,Cheongyang Pepper,One
Hongguri Ramen,Kimchi,handful
Hongguri Ramen,Neogu Real Big Flavor (Nongshim),One
Hongguri Ramen,egg,One
Golbaengi Somen,dried somen noodles,3 servings
Golbaengi Somen,pasture,3 tbsp
Golbaengi Somen,cabbage,half a barrel
Golbaengi Somen,cucumber,1 (medium)
Golbaengi Somen,carrot,One
Golbaengi Somen,Sesame,Chapter 5
Golbaengi Somen,Canned Golbaengi,1 bottle (large)
Golbaengi Somen,Sesame oil,1 spoon
Golbaengi Somen,Sesame,half spoon
Golbaengi Somen,plum concentrate,half spoon
Golbaengi Somen,vinegar,half spoon
zucchini pancake,squash,One
zucchini pancake,Dried Shrimp,wisp
zucchini pancake,potato starch,3 tbsp
zucchini pancake,salt,a little
Apple Chives,chives,a handful and a half
Apple Chives,apologize,1/4 page
Apple Chives,onion,1/4 page
Apple Chives,Anchovy Fish Sauce,2 tablespoons
Apple Chives,chili powder,half a spoonful
Apple Chives,Plum juice,1 tablespoon
Apple Chives,vinegar,1 tablespoon
Apple Chives,garlic,little
Apple Chives,Sesame oil,little
Apple Chives,Whole sesame,little
pickled vegetables,Myeongnamul (mountain vegetables),1kg
pickled vegetables,ginger,10g
pickled vegetables,garlic,4-Mar
pickled vegetables,water,2 cups
pickled vegetables,apple cider vinegar,1.8 cups
pickled vegetables,white sugar,1.8 cups
pickled vegetables,brewed soy sauce,300ml
pickled vegetables,light salt,2 tbsp
pickled vegetables,dried red pepper,2
Microwave Steamed Eggs,egg,2
Microwave Steamed Eggs,Chopped Broccoli,20g
Microwave Steamed Eggs,light salt,0.1-0.2 tbsp
Microwave Steamed Eggs,Anchovy Fish Broth,130ml
Golbaengi Bibim Guksu,Dongwon Bulgolbangi Baro Muchimyong,1 can
Golbaengi Bibim Guksu,cucumber,One
Golbaengi Bibim Guksu,onion,2-Jan
